image_id,image_path,caption_1,caption_2,caption_3,caption_4,chart_id,chart_uid,edicion,source_page_pdf,source_report,tiene_oracion,fuente_oracion
2024-2_img_010,images/2024-2_grafico_010_I_B_2.png,Grafico I.B.2: Sistema financiero: Creditos directos por tipo de cartera,Sistema financiero: Creditos directos por tipo de cartera,"El grafico muestra sistema financiero: creditos directos por tipo de cartera. Segun el reporte, De otro lado, los creditos hipotecarios mantienen un ritmo moderado de crecimiento, siendo el segmento mas estable durante los ultimos anos; mientras tanto, los creditos no minoristas (corporativo, gran empresa y mediana empresa) que fueron afectados por el contexto de desaceleracion economica del pais, inflacion alta y tasas de interes en su mayor nivel historico, vienen mostrando un cambio de tendencia en los ultimos siete meses (-5.4% en julio 2023 vs. +0.3% en agosto 2024).","Sistema financiero: Creditos directos por tipo de cartera. De otro lado, los creditos hipotecarios mantienen un ritmo moderado de crecimiento, siendo el segmento mas estable durante los ultimos anos; mientras tanto, los creditos no minoristas que fueron afectados por el contexto de desaceleracion economica del pais, inflacion alta y tasas de interes en su mayor nivel historico, vienen mostrando un cambio de tendencia en los ultimos siete meses .",I.B.2,2024-2|I.B.2,2024-2,20,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_011,images/2024-2_grafico_011_I_B_3.png,Grafico I.B.3: Sistema financiero: Cartera de alto riesgo,Sistema financiero: Cartera de alto riesgo,"El grafico muestra sistema financiero: cartera de alto riesgo. Segun el reporte, Asimismo, las carteras de hipotecario, consumo y MYPE han registrado mayores ratios de alto riesgo (CAR) en agosto 2024 (4.7%, 6.6% y 10.9%; respectivamente), los cuales se encuentran por encima de lo reportado en el periodo pre pandemia (4.0%, 4.9% y 9.1%; respectivamente) y en agosto 2023 (4.3%, 5.7% y 9.3%; respectivamente).","Sistema financiero: Cartera de alto riesgo. Asimismo, las carteras de hipotecario, consumo y MYPE han registrado mayores ratios de alto riesgo en agosto 2024 , los cuales se encuentran por encima de lo reportado en el periodo pre pandemia y en agosto 2023 .",I.B.3,2024-2|I.B.3,2024-2,21,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_012,images/2024-2_grafico_012_I_B_4.png,Grafico I.B.4: Sistema financiero: Castigo de Creditos y CAR + cast. y transf. 12 meses*,Sistema financiero: Castigo de Creditos y CAR + cast. y transf. 12 meses*,"El grafico muestra sistema financiero: castigo de creditos y car + cast. y transf. 12 meses*. Segun el reporte, Asimismo, las carteras de hipotecario, consumo y MYPE han registrado mayores ratios de alto riesgo (CAR) en agosto 2024 (4.7%, 6.6% y 10.9%; respectivamente), los cuales se encuentran por encima de lo reportado en el periodo pre pandemia (4.0%, 4.9% y 9.1%; respectivamente) y en agosto 2023 (4.3%, 5.7% y 9.3%; respectivamente).","Sistema financiero: Castigo de Creditos y CAR + cast. y transf. 12 meses*. Asimismo, las carteras de hipotecario, consumo y MYPE han registrado mayores ratios de alto riesgo en agosto 2024 , los cuales se encuentran por encima de lo reportado en el periodo pre pandemia y en agosto 2023 .",I.B.4,2024-2|I.B.4,2024-2,22,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_013,images/2024-2_grafico_013_I_B_5.png,Grafico I.B.5: Sistema financiero: Detalle por tipo de credito reprogramado,Sistema financiero: Detalle por tipo de credito reprogramado,"El grafico muestra sistema financiero: detalle por tipo de credito reprogramado. Segun el reporte, Castigos 12m / Cartera Directa *Indicador incluye la cartera alto riesgo, los castigos realizados en los ultimos 12 meses y las transferencias de cartera de alto riesgo de los ultimos 12 meses.","Sistema financiero: Detalle por tipo de credito reprogramado. Castigos 12m / Cartera Directa *Indicador incluye la cartera alto riesgo, los castigos realizados en los ultimos 12 meses y las transferencias de cartera de alto riesgo de los ultimos 12 meses.",I.B.5,2024-2|I.B.5,2024-2,23,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_014,images/2024-2_grafico_014_I_B_6.png,Grafico I.B.6: Sistema financiero: Provisiones totales y ratio de cobertura,Sistema financiero: Provisiones totales y ratio de cobertura,"El grafico muestra sistema financiero: provisiones totales y ratio de cobertura. Segun el reporte, Pagina 22 desde agosto 2020 (129.3%) por el mayor reconocimiento de la CAR y la reduccion de provisiones voluntarias, aun se encuentra por encima del 100%.","Sistema financiero: Provisiones totales y ratio de cobertura. Pagina 22 desde agosto 2020 por el mayor reconocimiento de la CAR y la reduccion de provisiones voluntarias, aun se encuentra por encima del 100%.",I.B.6,2024-2|I.B.6,2024-2,24,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_015,images/2024-2_grafico_015_I_B_7.png,Grafico I.B.7: Sistema financiero*: Analisis de variacion de la Utilidad Neta,Sistema financiero*: Analisis de variacion de la Utilidad Neta,"El grafico muestra sistema financiero*: analisis de variacion de la utilidad neta. Segun el reporte, La menor rentabilidad respecto al 2023 responde principalmente al menor dinamismo de la cartera (ingresos financieros crecieron solo 8.9% y S/ 4,521 millones) y el significativo incremento del gasto de provisiones (+36.6%, +S/ 4,117 millones) por los mayores niveles de incumplimiento y del gasto financiero (+11.9%, +S/ 1,813 millones) por el periodo experimentado con altas tasas de interes.",Sistema financiero*: Analisis de variacion de la Utilidad Neta. La menor rentabilidad respecto al 2023 responde principalmente al menor dinamismo de la cartera y el significativo incremento del gasto de provisiones por los mayores niveles de incumplimiento y del gasto financiero por el periodo experimentado con altas tasas de interes.,I.B.7,2024-2|I.B.7,2024-2,25,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_016,images/2024-2_grafico_016_I_B_8.png,Grafico I.B.8: Sistema financiero: Descomposicion del ROEA,Sistema financiero: Descomposicion del ROEA,"El grafico muestra sistema financiero: descomposicion del roea. Segun el reporte, Por otro lado, el rendimiento (ingresos/activos), 11.3% a agosto 2024, mantiene una tendencia creciente, superando incluso los niveles pre pandemia (10.7%), lo cual responde a las mayores tasas de interes del mercado y a la reduccion en la participacion de los programas del gobierno. 12 Rentabilidad anualizada sobre el patrimonio contable promedio de los ultimos doce meses.","Sistema financiero: Descomposicion del ROEA. Por otro lado, el rendimiento , 11.3% a agosto 2024, mantiene una tendencia creciente, superando incluso los niveles pre pandemia , lo cual responde a las mayores tasas de interes del mercado y a la reduccion en la participacion de los programas del gobierno. 12 Rentabilidad anualizada sobre el patrimonio contable promedio de los ultimos doce meses.",I.B.8,2024-2|I.B.8,2024-2,26,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_017,images/2024-2_grafico_017_I_B_9.png,Grafico I.B.9: Sistema financiero: Ratio de capital global,Sistema financiero: Ratio de capital global,El grafico muestra sistema financiero: ratio de capital global.,Sistema financiero: Ratio de capital global,I.B.9,2024-2|I.B.9,2024-2,27,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",False,ninguna
2024-2_img_018,images/2024-2_grafico_018_II_A_1.png,Grafico II.A.1: Sistema financiero: Ratio CET1 y ratio de capital global,Sistema financiero: Ratio CET1 y ratio de capital global,"El grafico muestra sistema financiero: ratio cet1 y ratio de capital global. Segun el reporte, De la misma forma, el ratio CET1, que constituye el capital de mayor calidad con el que cuentan las entidades del sistema financiero, y que se situa en 12.6% a junio de 2024, convergeria a 11.4% bajo un escenario de estres y a 10.6% en un escenario de estres severo, despues de dos anos (ver Grafico II.A.1.b.), manteniendo valores por encima del requerimiento minimo legal 22. Cabe destacar que el ejercicio de estres de solvencia no contempla la emision de deuda subordinada o inyeccion de capital exogeno, debido a que estos elementos estan sujetos a las politicas internas de cada institucion financiera.","Sistema financiero: Ratio CET1 y ratio de capital global. De la misma forma, el ratio CET1, que constituye el capital de mayor calidad con el que cuentan las entidades del sistema financiero, y que se situa en 12.6% a junio de 2024, convergeria a 11.4% bajo un escenario de estres y a 10.6% en un escenario de estres severo, despues de dos anos , manteniendo valores por encima del requerimiento minimo legal 22. Cabe destacar que el ejercicio de estres de solvencia no contempla la emision de deuda subordinada o inyeccion de capital exogeno, debido a que estos elementos estan sujetos a las politicas internas de cada institucion financiera.",II.A.1,2024-2|II.A.1,2024-2,34,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_019,images/2024-2_grafico_019_II_B_1.png,Grafico II.B.1: Brechas acumuladas de liquidez,Brechas acumuladas de liquidez,"El grafico muestra brechas acumuladas de liquidez. Segun el reporte, En el horizonte de doce meses, 29 Catalan, 2015. Guidance Notes on Stress Testing Pagina 37 la brecha acumulada positiva promedio asciende al 8.1% del total de pasivos del sistema financiero; ello debido a que, a partir del cuarto mes, en promedio, el flujo de entrada por creditos simulado de las entidades es superior al flujo de salida simulado por la realizacion de sus pasivos 30, lo que les permite acumular efectivo adicional al colchon de activos liquidos de alta calidad.","Brechas acumuladas de liquidez. En el horizonte de doce meses, 29 Catalan, 2015. Guidance Notes on Stress Testing Pagina 37 la brecha acumulada positiva promedio asciende al 8.1% del total de pasivos del sistema financiero; ello debido a que, a partir del cuarto mes, en promedio, el flujo de entrada por creditos simulado de las entidades es superior al flujo de salida simulado por la realizacion de sus pasivos 30, lo que les permite acumular efectivo adicional al colchon de activos liquidos de alta calidad.",II.B.1,2024-2|II.B.1,2024-2,39,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_020,images/2024-2_grafico_020_II_B_2.png,Grafico II.B.2: Distance to liquidity stress indicator (DLSI),Distance to liquidity stress indicator (DLSI),"El grafico muestra distance to liquidity stress indicator (dlsi). Segun el reporte, Reverse Stress Test El promedio del indicador Distance to Liquidity Stress Indicator (DLSI), que mide la severidad por la que se deberian multiplicar los run-off rates para que las entidades presenten deficits de liquidez en un escenario de estres (reverse stress test), asciende a 1.5 (mediana de 1.3) para las entidades del 30 A partir del cuarto mes, la salida de pasivos proviene principalmente del vencimiento de adeudados y emisiones Pagina 38 sistema financiero (Ver Grafico II.B.2).","Distance to liquidity stress indicator (DLSI). Reverse Stress Test El promedio del indicador Distance to Liquidity Stress Indicator , que mide la severidad por la que se deberian multiplicar los run-off rates para que las entidades presenten deficits de liquidez en un escenario de estres , asciende a 1.5 para las entidades del 30 A partir del cuarto mes, la salida de pasivos proviene principalmente del vencimiento de adeudados y emisiones Pagina 38 sistema financiero .",II.B.2,2024-2|II.B.2,2024-2,40,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,cita_explicita
2024-2_img_021,images/2024-2_grafico_021_III_A_1.png,Grafico III.A.1: Vencimiento de bonos corporativos,Vencimiento de bonos corporativos,"El grafico muestra vencimiento de bonos corporativos. Segun el reporte, Cabe senalar que el vencimiento de los bonos emitidos por estas empresas esta fuertemente concentrado en los proximos cinco anos: hasta 2029, el 47.2% del saldo total de bonos en circulacion vencera. Esto sugiere que las empresas deberan enfrentar la renovacion de sus deudas en un entorno de condiciones de financiamiento menos restrictivas que las vigentes en el momento de emision de estos bonos (ver Grafico III.A.1).","Vencimiento de bonos corporativos. Cabe senalar que el vencimiento de los bonos emitidos por estas empresas esta fuertemente concentrado en los proximos cinco anos: hasta 2029, el 47.2% del saldo total de bonos en circulacion vencera. Esto sugiere que las empresas deberan enfrentar la renovacion de sus deudas en un entorno de condiciones de financiamiento menos restrictivas que las vigentes en el momento de emision de estos bonos .",III.A.1,2024-2|III.A.1,2024-2,47,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,cita_explicita
2024-2_img_022,images/2024-2_grafico_022_III_A_2.png,"Grafico III.A.2: Variacion del ratio de apalancamiento y el ratio de cobertura de gastos financieros,","Variacion del ratio de apalancamiento y el ratio de cobertura de gastos financieros,","El grafico muestra variacion del ratio de apalancamiento y el ratio de cobertura de gastos financieros,. Segun el reporte, En el caso de otros sectores, con la excepcion del sector construccion, se observo un deterioro en el endeudamiento de corto plazo respecto al periodo prepandemia, pero una mejora en el nivel de endeudamiento de largo plazo (ver Grafico III.A.2).","Variacion del ratio de apalancamiento y el ratio de cobertura de gastos financieros,. En el caso de otros sectores, con la excepcion del sector construccion, se observo un deterioro en el endeudamiento de corto plazo respecto al periodo prepandemia, pero una mejora en el nivel de endeudamiento de largo plazo .",III.A.2,2024-2|III.A.2,2024-2,53,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,cita_explicita
2024-2_img_023,images/2024-2_grafico_023_III_B_3.png,Grafico III.B.3: Riesgos sistemicos en la dimension temporal y dimension estructural,Riesgos sistemicos en la dimension temporal y dimension estructural,"El grafico muestra riesgos sistemicos en la dimension temporal y dimension estructural. Segun el reporte, La segunda, conocida como “dimension estructural”, se refiere al riesgo de contagio por interconexion en el sistema financiero (ver Grafico III.B.1).","Riesgos sistemicos en la dimension temporal y dimension estructural. La segunda, conocida como “dimension estructural”, se refiere al riesgo de contagio por interconexion en el sistema financiero .",III.B.3,2024-2|III.B.3,2024-2,54,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_024,images/2024-2_grafico_024_III_B_4.png,Grafico III.B.4: Solvencia y Rentabilidad de las entidades sistemicamente importantes a nivel,Solvencia y Rentabilidad de las entidades sistemicamente importantes a nivel,"El grafico muestra solvencia y rentabilidad de las entidades sistemicamente importantes a nivel. Segun el reporte, La Resolucion SBS N° 03953-2022 actualiza la metodologia del calculo de estos colchones incorporados en la primera normativa de capital adicional de 2011 (Resolucion SBS N° 8425-2011).",Solvencia y Rentabilidad de las entidades sistemicamente importantes a nivel. La Resolucion SBS N° 03953-2022 actualiza la metodologia del calculo de estos colchones incorporados en la primera normativa de capital adicional de 2011 .,III.B.4,2024-2|III.B.4,2024-2,57,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_025,images/2024-2_grafico_025_III_B_5.png,Grafico III.B.5: Exposicion total y maxima a una sola entidad,Exposicion total y maxima a una sola entidad,"El grafico muestra exposicion total y maxima a una sola entidad. Segun el reporte, Una manera visual de mostrar la interconexion en el sistema financiero es a traves del mapa de redes de interconexion (ver Grafico III.B.4 y Grafico III.B.5).",Exposicion total y maxima a una sola entidad. Una manera visual de mostrar la interconexion en el sistema financiero es a traves del mapa de redes de interconexion .,III.B.5,2024-2|III.B.5,2024-2,59,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,cita_explicita
2024-2_img_026,images/2024-2_grafico_026_III_B_6.png,Grafico III.B.6: Mapa de redes de interconexion: Sistema financiero,Mapa de redes de interconexion: Sistema financiero,"El grafico muestra mapa de redes de interconexion: sistema financiero. Segun el reporte, Pagina 58 Grafico III.B.6 Mapa de redes de interconexion: Sistema financiero Nota: Las instituciones que estan sujetas a cargas de capital por riesgo de concentracion de mercado estan representadas en color rojo, mientras que el resto de las instituciones del sistema financiero se muestra en color gris.","Mapa de redes de interconexion: Sistema financiero. Pagina 58 Grafico III.B.6 Mapa de redes de interconexion: Sistema financiero Nota: Las instituciones que estan sujetas a cargas de capital por riesgo de concentracion de mercado estan representadas en color rojo, mientras que el resto de las instituciones del sistema financiero se muestra en color gris.",III.B.6,2024-2|III.B.6,2024-2,60,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,cita_explicita
2024-2_img_027,images/2024-2_grafico_027_III_B_7.png,Grafico III.B.7: Mapa de redes de interconexion: Instituciones Especializadas en Microfinanzas,Mapa de redes de interconexion: Instituciones Especializadas en Microfinanzas,"El grafico muestra mapa de redes de interconexion: instituciones especializadas en microfinanzas. Segun el reporte, Ademas, en casi todos estos casos, dicha exposicion esta principalmente dirigida hacia alguna institucion que se encuentra sujeta al requerimiento de capital por riesgo de concentracion de mercado.","Mapa de redes de interconexion: Instituciones Especializadas en Microfinanzas. Ademas, en casi todos estos casos, dicha exposicion esta principalmente dirigida hacia alguna institucion que se encuentra sujeta al requerimiento de capital por riesgo de concentracion de mercado.",III.B.7,2024-2|III.B.7,2024-2,61,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
2024-2_img_028,images/2024-2_grafico_028_IV_A_1.png,Grafico IV.A.1: Doble materialidad en el sector financiero,Doble materialidad en el sector financiero,"El grafico muestra doble materialidad en el sector financiero. Segun el reporte, Sin embargo, es crucial que tambien gestionen de manera adecuada los riesgos financieros derivados del cambio climatico. 43 Extracto del documento “Cambio Climatico y Finanzas Sostenibles: Vision de la SBS” disponible en: https://www.sbs.gob.pe/estadisticas-y-publicaciones/publicaciones-/cambio-climatico-y-finanzas-sostenibles 44 Definido por Comision Europea (2019).","Doble materialidad en el sector financiero. Sin embargo, es crucial que tambien gestionen de manera adecuada los riesgos financieros derivados del cambio climatico. 43 Extracto del documento “Cambio Climatico y Finanzas Sostenibles: Vision de la SBS” disponible en: https://www.sbs.gob.pe/estadisticas-y-publicaciones/publicaciones-/cambio-climatico-y-finanzas-sostenibles 44 Definido por Comision Europea .",IV.A.1,2024-2|IV.A.1,2024-2,63,"SBS - Informe de Estabilidad del Sistema Financiero, 2024-2",True,parrafo_previo
