image_id,image_path,caption_1,caption_2,caption_3,caption_4,chart_id,chart_uid,edicion,source_page_pdf,source_report,tiene_oracion,fuente_oracion
2021-1_img_010,images/2021-1_grafico_010_I_B_3.png,Grafico I.B.3: Sistema financiero: cartera atrasada y provisiones,Sistema financiero: cartera atrasada y provisiones,"El grafico muestra sistema financiero: cartera atrasada y provisiones. Segun el reporte, Pagina 27 Grafico I.B.2 Sistema financiero: tipo de creditos directos (variacion porcentual anual) Por otro lado, los efectos adversos de la pandemia se van reflejando en los indicadores de calidad de cartera, particularmente en las carteras MYPE y consumo.","Sistema financiero: cartera atrasada y provisiones. Pagina 27 Grafico I.B.2 Sistema financiero: tipo de creditos directos Por otro lado, los efectos adversos de la pandemia se van reflejando en los indicadores de calidad de cartera, particularmente en las carteras MYPE y consumo.",I.B.3,2021-1|I.B.3,2021-1,29,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_011,images/2021-1_grafico_011_I_B_4.png,Grafico I.B.4: Sistema financiero: creditos reprogramados / creditos directos,Sistema financiero: creditos reprogramados / creditos directos,"El grafico muestra sistema financiero: creditos reprogramados / creditos directos. Segun el reporte, Por otra parte, los creditos reprogramados, que llegaron a representar el 36% de los creditos directos en junio 2020, han venido disminuyendo en todos los segmentos crediticios de forma sostenida desde entonces, hasta representar el 17% (S/ 62.9 mil millones) 24. Por numero de deudores, la cifra tambien ha disminuido de forma considerable, desde 4.7 millones de deudores a junio 2020 (67% del total) hasta menos de 2.2 millones a marzo 2021 (32% del total).","Sistema financiero: creditos reprogramados / creditos directos. Por otra parte, los creditos reprogramados, que llegaron a representar el 36% de los creditos directos en junio 2020, han venido disminuyendo en todos los segmentos crediticios de forma sostenida desde entonces, hasta representar el 17% 24. Por numero de deudores, la cifra tambien ha disminuido de forma considerable, desde 4.7 millones de deudores a junio 2020 hasta menos de 2.2 millones a marzo 2021 .",I.B.4,2021-1|I.B.4,2021-1,30,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_012,images/2021-1_grafico_012_I_B_5.png,Grafico I.B.5: Sistema financiero: repago de creditos y clientes que reducen capital vs porcentaje de,Sistema financiero: repago de creditos y clientes que reducen capital vs porcentaje de,"El grafico muestra sistema financiero: repago de creditos y clientes que reducen capital vs porcentaje de. Segun el reporte, Sin embargo, casi un 24% de la deuda reprogramada a marzo 2021 corresponde a deudores que no han realizado pagos en los ultimos 4 meses o han realizado un solo pago en los ultimos 7 meses, cifra que se incrementa a 36.9% para el segmento MYPE, y que incluye tanto deudores que aun mantienen periodos de gracia como clientes cuyo riesgo de impago se va materializando.","Sistema financiero: repago de creditos y clientes que reducen capital vs porcentaje de. Sin embargo, casi un 24% de la deuda reprogramada a marzo 2021 corresponde a deudores que no han realizado pagos en los ultimos 4 meses o han realizado un solo pago en los ultimos 7 meses, cifra que se incrementa a 36.9% para el segmento MYPE, y que incluye tanto deudores que aun mantienen periodos de gracia como clientes cuyo riesgo de impago se va materializando.",I.B.5,2021-1|I.B.5,2021-1,31,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_013,images/2021-1_grafico_013_I_B_6.png,Grafico I.B.6: Sistema financiero: ROE y Ratio de capital,Sistema financiero: ROE y Ratio de capital,"El grafico muestra sistema financiero: roe y ratio de capital. Segun el reporte, De este modo, a marzo 2021 el sistema financiero cuenta con S/ 28.6 mil millones para afrontar potenciales contingencias.","Sistema financiero: ROE y Ratio de capital. De este modo, a marzo 2021 el sistema financiero cuenta con S/ 28.6 mil millones para afrontar potenciales contingencias.",I.B.6,2021-1|I.B.6,2021-1,32,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_014,images/2021-1_grafico_014_II_A_1.png,Grafico II.A.1: Sistema financiero: Ratio de capital global,Sistema financiero: Ratio de capital global,"El grafico muestra sistema financiero: ratio de capital global. Segun el reporte, Dada la incertidumbre que aun prevalece sobre la trayectoria de la recuperacion economica, el Grafico II.A.1 muestra los resultados en un intervalo al 95% de confianza, y se preve que la reduccion del ratio de capital se modere o se intensifique dependiendo del grado de materializacion de potenciales factores de riesgo.","Sistema financiero: Ratio de capital global. Dada la incertidumbre que aun prevalece sobre la trayectoria de la recuperacion economica, el Grafico II.A.1 muestra los resultados en un intervalo al 95% de confianza, y se preve que la reduccion del ratio de capital se modere o se intensifique dependiendo del grado de materializacion de potenciales factores de riesgo.",II.A.1,2021-1|II.A.1,2021-1,37,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_015,images/2021-1_grafico_015_II_A_2.png,Grafico II.A.2: Sistema financiero: Ratio de Incumplimiento,Sistema financiero: Ratio de Incumplimiento,"El grafico muestra sistema financiero: ratio de incumplimiento. Segun el reporte, Tal como se ve en el Recuadro 2, el sistema financiero se mantendria resistente incluso en el escenario de que el tipo de cambio se incremente en 20%.","Sistema financiero: Ratio de Incumplimiento. Tal como se ve en el Recuadro 2, el sistema financiero se mantendria resistente incluso en el escenario de que el tipo de cambio se incremente en 20%.",II.A.2,2021-1|II.A.2,2021-1,39,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_016,images/2021-1_grafico_016_II_B_1.png,Grafico II.B.1: Brechas (positivas) acumuladas de liquidez,Brechas (positivas) acumuladas de liquidez,"El grafico muestra brechas (positivas) acumuladas de liquidez. Segun el reporte, Respecto al escenario severamente adverso, como se observa en el Grafico II.B.1, en los horizontes de uno y tres meses – en los que se concentra la salida de depositos–las entidades poseen brechas acumuladas positivas que ascienden en promedio a 10% y 6% del total de pasivos del sistema financiero, respectivamente.","Brechas (positivas) acumuladas de liquidez. Respecto al escenario severamente adverso, como se observa en el Grafico II.B.1, en los horizontes de uno y tres meses – en los que se concentra la salida de depositos–las entidades poseen brechas acumuladas positivas que ascienden en promedio a 10% y 6% del total de pasivos del sistema financiero, respectivamente.",II.B.1,2021-1|II.B.1,2021-1,47,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_017,images/2021-1_grafico_017_II_B_2.png,Grafico II.B.2: Distance to Liquidity Stress Indicator,Distance to Liquidity Stress Indicator,"El grafico muestra distance to liquidity stress indicator. Segun el reporte, Como se observa en el grafico, las entidades podrian hacer frente a un escenario de estres leve y adverso (indicadores DLSI menores a 0.25, 0.5 y 1 indican que las entidades no pasarian los escenarios leve, adverso y severamente adverso, respectivamente).","Distance to Liquidity Stress Indicator. Como se observa en el grafico, las entidades podrian hacer frente a un escenario de estres leve y adverso .",II.B.2,2021-1|II.B.2,2021-1,48,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_018,images/2021-1_grafico_018_III_A_1.png,Grafico III.A.1: RCI y distribucion de la deuda por quintiles de ingreso,RCI y distribucion de la deuda por quintiles de ingreso,"El grafico muestra rci y distribucion de la deuda por quintiles de ingreso. Segun el reporte, Es decir, para niveles similares de ingresos, el deterioro crediticio es menor en los deudores de ingresos altos.","RCI y distribucion de la deuda por quintiles de ingreso. Es decir, para niveles similares de ingresos, el deterioro crediticio es menor en los deudores de ingresos altos.",III.A.1,2021-1|III.A.1,2021-1,53,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_019,images/2021-1_grafico_019_III_A_2.png,Grafico III.A.2: Deuda promedio por quintiles de ingreso,Deuda promedio por quintiles de ingreso,"El grafico muestra deuda promedio por quintiles de ingreso. Segun el reporte, La deuda promedio de los prestatarios de los quintiles 1, 2 y 3 es de S/ 10,493, mientras que la deuda promedio de los quintiles 4 y 5 es de S/ 57,630 (ver Grafico III.A.2).","Deuda promedio por quintiles de ingreso. La deuda promedio de los prestatarios de los quintiles 1, 2 y 3 es de S/ 10,493, mientras que la deuda promedio de los quintiles 4 y 5 es de S/ 57,630 .",III.A.2,2021-1|III.A.2,2021-1,53,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_020,images/2021-1_grafico_020_IV_1.png,Grafico IV.1: Importancia de las COOPAC en Latinoamerica y participacion en el SFNB,Importancia de las COOPAC en Latinoamerica y participacion en el SFNB,"El grafico muestra importancia de las coopac en latinoamerica y participacion en el sfnb. Segun el reporte, Pagina 54 A nivel nacional, las COOPAC cuentan con presencia en 23 de los 24 departamentos del pais, la mayoria de ellas (32%) se concentra en el departamento de Lima, seguida de los departamentos de Cusco, Arequipa, y Puno, los que concentran el 34%; destacando tambien los departamentos de Junin, Cajamarca La Libertad, Apurimac y Ayacucho, quienes acumulan el 20% del total.","Importancia de las COOPAC en Latinoamerica y participacion en el SFNB. Pagina 54 A nivel nacional, las COOPAC cuentan con presencia en 23 de los 24 departamentos del pais, la mayoria de ellas se concentra en el departamento de Lima, seguida de los departamentos de Cusco, Arequipa, y Puno, los que concentran el 34%; destacando tambien los departamentos de Junin, Cajamarca La Libertad, Apurimac y Ayacucho, quienes acumulan el 20% del total.",IV.1,2021-1|IV.1,2021-1,56,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,parrafo_previo
2021-1_img_021,images/2021-1_grafico_021_V_1.png,Grafico V.1: Resultados de pruebas de estres de caida de valores de mercado en el Sistema de,Resultados de pruebas de estres de caida de valores de mercado en el Sistema de,"El grafico muestra resultados de pruebas de estres de caida de valores de mercado en el sistema de. Segun el reporte, Luego de aplicar la metodologia descrita en el Anexo 4 del presente Informe, se nota que el valor contable de las inversiones bajo analisis seguiria superando al de las obligaciones tecnicas en el escenario de estres: a marzo de 2021, 1.04 veces a nivel promedio del sistema (ver Grafico V.1).","Resultados de pruebas de estres de caida de valores de mercado en el Sistema de. Luego de aplicar la metodologia descrita en el Anexo 4 del presente Informe, se nota que el valor contable de las inversiones bajo analisis seguiria superando al de las obligaciones tecnicas en el escenario de estres: a marzo de 2021, 1.04 veces a nivel promedio del sistema .",V.1,2021-1|V.1,2021-1,63,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_022,images/2021-1_grafico_022_V_2.png,"Grafico V.2: Inversiones a vencimiento, segun la relacion entre el valor contable y el valor de mercado","Inversiones a vencimiento, segun la relacion entre el valor contable y el valor de mercado","El grafico muestra inversiones a vencimiento, segun la relacion entre el valor contable y el valor de mercado. Segun el reporte, Asi, en el caso de las inversiones clasificadas contablemente a vencimiento, 65% del total de las inversiones financieras (incluyendo a los depositos), se nota una disminucion en la participacion de los instrumentos cuyo valor de Pagina 62 mercado supera a su valor en libros (contable), hacia niveles similares a los encontrados en marzo 2020 (barras de color azul, en el Grafico V.2).","Inversiones a vencimiento, segun la relacion entre el valor contable y el valor de mercado. Asi, en el caso de las inversiones clasificadas contablemente a vencimiento, 65% del total de las inversiones financieras , se nota una disminucion en la participacion de los instrumentos cuyo valor de Pagina 62 mercado supera a su valor en libros , hacia niveles similares a los encontrados en marzo 2020 .",V.2,2021-1|V.2,2021-1,64,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_023,images/2021-1_grafico_023_V_3.png,Grafico V.3: Posiciones en caja y bancos del sistema de seguros y relacion con los promedios de 60 y,Posiciones en caja y bancos del sistema de seguros y relacion con los promedios de 60 y,"El grafico muestra posiciones en caja y bancos del sistema de seguros y relacion con los promedios de 60 y. Segun el reporte, Luego de alcanzar este pico, los valores de dichas posiciones se han reducido de manera gradual hacia marzo de 2021, donde las posiciones iniciales de liquidez (en caja y bancos) alcanzaron aproximadamente S/ 2,594 millones (ver Grafico V.3).","Posiciones en caja y bancos del sistema de seguros y relacion con los promedios de 60 y. Luego de alcanzar este pico, los valores de dichas posiciones se han reducido de manera gradual hacia marzo de 2021, donde las posiciones iniciales de liquidez alcanzaron aproximadamente S/ 2,594 millones .",V.3,2021-1|V.3,2021-1,66,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_024,images/2021-1_grafico_024_V_4.png,Grafico V.4: Saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos,Saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos,"El grafico muestra saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos. Segun el reporte, Elaboracion: SBS Pagina 65 Grafico V.4 Saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos corrientes Fuente: Datos reportados por las empresas de seguros.",Saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos. Elaboracion: SBS Pagina 65 Grafico V.4 Saldos de caja y bancos del sistema de seguros como porcentaje de los pasivos corrientes Fuente: Datos reportados por las empresas de seguros.,V.4,2021-1|V.4,2021-1,67,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
2021-1_img_025,images/2021-1_grafico_025_V_5.png,Grafico V.5: Resultados de pruebas de estres de liquidez en el sistema de seguros,Resultados de pruebas de estres de liquidez en el sistema de seguros,"El grafico muestra resultados de pruebas de estres de liquidez en el sistema de seguros. Segun el reporte, A nivel agregado se encuentra que, frente a un escenario extremo de caidas en primas e incrementos en siniestros, la liquidez inicial y los ingresos de efectivo proyectados superarian en un 60% las necesidades de liquidez estimadas para el sistema seguros (ver Grafico V.5).","Resultados de pruebas de estres de liquidez en el sistema de seguros. A nivel agregado se encuentra que, frente a un escenario extremo de caidas en primas e incrementos en siniestros, la liquidez inicial y los ingresos de efectivo proyectados superarian en un 60% las necesidades de liquidez estimadas para el sistema seguros .",V.5,2021-1|V.5,2021-1,68,"SBS - Informe de Estabilidad del Sistema Financiero, 2021-1",True,cita_explicita
